sku_id,location_id,echelon_type,date,forecast,lead_time,service_level
SKU_1,LOC_A,Store,2024-04-07,140.97,10,0.98
SKU_1,LOC_A,Store,2024-04-14,166.45,10,0.98
SKU_1,LOC_A,Store,2024-04-21,127.17,10,0.98
SKU_1,LOC_A,Store,2024-04-28,145.13,10,0.98
SKU_1,LOC_A,Store,2024-05-05,149.24,10,0.98
SKU_1,LOC_A,Store,2024-05-12,127.76,10,0.98
SKU_1,LOC_A,Store,2024-05-19,125.81,10,0.98
SKU_1,LOC_A,Store,2024-05-26,135.72,10,0.98
SKU_1,LOC_A,Store,2024-06-02,130.64,10,0.98
SKU_1,LOC_A,Store,2024-06-09,134.39,10,0.98
SKU_1,LOC_A,Store,2024-06-16,140.41,10,0.98
SKU_1,LOC_A,Store,2024-06-23,167.37,10,0.98
SKU_1,LOC_A,Store,2024-06-30,156.71,10,0.98
SKU_1,LOC_A,Store,2024-07-07,151.92,10,0.98
SKU_1,LOC_A,Store,2024-07-14,147.51,10,0.98
SKU_1,LOC_A,Store,2024-07-21,135.92,10,0.98
SKU_1,LOC_A,Store,2024-07-28,178.17,10,0.98
SKU_1,LOC_A,Store,2024-08-04,198.33,10,0.98
SKU_1,LOC_A,Store,2024-08-11,155.16,10,0.98
SKU_1,LOC_A,Store,2024-08-18,163.83,10,0.98
SKU_1,LOC_A,Store,2024-08-25,175.97,10,0.98
SKU_1,LOC_A,Store,2024-09-01,159.61,10,0.98
SKU_1,LOC_A,Store,2024-09-08,144.63,10,0.98
SKU_1,LOC_A,Store,2024-09-15,172.71,10,0.98
SKU_1,LOC_A,Store,2024-09-22,165.83,10,0.98
SKU_1,LOC_A,Store,2024-09-29,187.54,10,0.98
SKU_1,LOC_A,Store,2024-10-06,163.87,10,0.98
SKU_1,LOC_A,Store,2024-10-13,155.51,10,0.98
SKU_1,LOC_A,Store,2024-10-20,160.9,10,0.98
SKU_1,LOC_A,Store,2024-10-27,158.08,10,0.98
SKU_1,LOC_A,Store,2024-11-03,147.79,10,0.98
SKU_1,LOC_A,Store,2024-11-10,134.17,10,0.98
SKU_1,LOC_A,Store,2024-11-17,135.54,10,0.98
SKU_1,LOC_A,Store,2024-11-24,162.22,10,0.98
SKU_1,LOC_A,Store,2024-12-01,140.15,10,0.98
SKU_1,LOC_A,Store,2024-12-08,151.32,10,0.98
SKU_1,LOC_A,Store,2024-12-15,200.95,10,0.98
SKU_1,LOC_A,Store,2024-12-22,177.84,10,0.98
SKU_1,LOC_A,Store,2024-12-29,173.85,10,0.98
SKU_1,LOC_A,WH,2024-01-07,138.39,14,0.9
SKU_1,LOC_A,WH,2024-01-14,139.1,14,0.9
SKU_1,LOC_A,WH,2024-01-21,139.7,14,0.9
SKU_1,LOC_A,WH,2024-01-28,120.44,14,0.9
SKU_1,LOC_A,WH,2024-02-04,134.11,14,0.9
SKU_1,LOC_A,WH,2024-02-11,131.73,14,0.9
SKU_1,LOC_A,WH,2024-02-18,133.96,14,0.9
SKU_1,LOC_A,WH,2024-02-25,102.06,14,0.9
SKU_1,LOC_A,WH,2024-03-03,148.68,14,0.9
SKU_1,LOC_A,WH,2024-03-10,148.41,14,0.9
SKU_1,LOC_A,WH,2024-03-17,122.98,14,0.9
SKU_1,LOC_A,WH,2024-03-24,146.67,14,0.9
SKU_1,LOC_A,WH,2024-03-31,111.17,14,0.9
SKU_1,LOC_A,WH,2024-04-07,119.62,14,0.9
SKU_1,LOC_A,WH,2024-04-14,134.26,14,0.9
SKU_1,LOC_A,WH,2024-04-21,138.72,14,0.9
SKU_1,LOC_A,WH,2024-04-28,112.23,14,0.9
SKU_1,LOC_A,WH,2024-05-05,127.08,14,0.9
SKU_1,LOC_A,WH,2024-05-12,130.4,14,0.9
SKU_1,LOC_A,WH,2024-05-19,145.35,14,0.9
SKU_1,LOC_A,WH,2024-05-26,123.68,14,0.9
SKU_1,LOC_A,WH,2024-06-02,150.01,14,0.9
SKU_1,LOC_A,WH,2024-06-09,103.65,14,0.9
SKU_1,LOC_A,WH,2024-06-16,111.47,14,0.9
SKU_1,LOC_A,WH,2024-06-23,116.32,14,0.9
SKU_1,LOC_A,WH,2024-06-30,136.53,14,0.9
SKU_1,LOC_A,WH,2024-07-07,140.14,14,0.9
SKU_1,LOC_A,WH,2024-07-14,119.25,14,0.9
SKU_1,LOC_A,WH,2024-07-21,179.9,14,0.9
SKU_1,LOC_A,WH,2024-07-28,136.26,14,0.9
SKU_1,LOC_A,WH,2024-08-04,134.54,14,0.9
SKU_1,LOC_A,WH,2024-08-11,145.61,14,0.9
SKU_1,LOC_A,WH,2024-08-18,140.67,14,0.9
SKU_1,LOC_A,WH,2024-08-25,120.57,14,0.9
SKU_1,LOC_A,WH,2024-09-01,145.29,14,0.9
SKU_1,LOC_A,WH,2024-09-08,118.09,14,0.9
SKU_1,LOC_A,WH,2024-09-15,137.96,14,0.9
SKU_1,LOC_A,WH,2024-09-22,135.52,14,0.9
SKU_1,LOC_A,WH,2024-09-29,139.16,14,0.9
SKU_1,LOC_A,WH,2024-10-06,170.46,14,0.9
SKU_1,LOC_A,WH,2024-10-13,144.65,14,0.9
SKU_1,LOC_A,WH,2024-10-20,128.49,14,0.9
SKU_1,LOC_A,WH,2024-10-27,132.38,14,0.9
SKU_1,LOC_A,WH,2024-11-03,111.12,14,0.9
SKU_1,LOC_A,WH,2024-11-10,144.68,14,0.9
SKU_1,LOC_A,WH,2024-11-17,147.99,14,0.9
SKU_1,LOC_A,WH,2024-11-24,140.62,14,0.9
SKU_1,LOC_A,WH,2024-12-01,142.54,14,0.9
SKU_1,LOC_A,WH,2024-12-08,133.55,14,0.9
SKU_1,LOC_A,WH,2024-12-15,151.18,14,0.9
SKU_1,LOC_A,WH,2024-12-22,156.58,14,0.9
SKU_1,LOC_A,WH,2024-12-29,154.55,14,0.9
SKU_1,LOC_B,DC,2024-01-07,42.23,18,0.98
SKU_1,LOC_B,DC,2024-01-14,47.49,18,0.98
SKU_1,LOC_B,DC,2024-01-21,53.33,18,0.98
SKU_1,LOC_B,DC,2024-01-28,33.99,18,0.98
SKU_1,LOC_B,DC,2024-02-04,78.95,18,0.98
SKU_1,LOC_B,DC,2024-02-11,53.1,18,0.98
SKU_1,LOC_B,DC,2024-02-18,71.78,18,0.98
SKU_1,LOC_B,DC,2024-02-25,77.29,18,0.98
SKU_1,LOC_B,DC,2024-03-03,40.11,18,0.98
SKU_1,LOC_B,DC,2024-03-10,97.16,18,0.98
SKU_1,LOC_B,DC,2024-03-17,91.06,18,0.98
SKU_1,LOC_B,DC,2024-03-24,48.58,18,0.98
SKU_1,LOC_B,DC,2024-03-31,67.73,18,0.98
SKU_1,LOC_B,DC,2024-04-07,88.14,18,0.98
SKU_1,LOC_B,DC,2024-04-14,46.21,18,0.98
SKU_1,LOC_B,DC,2024-04-21,56.07,18,0.98
SKU_1,LOC_B,DC,2024-04-28,79.88,18,0.98
SKU_1,LOC_B,DC,2024-05-05,58.22,18,0.98
SKU_1,LOC_B,DC,2024-05-12,68.1,18,0.98
SKU_1,LOC_B,DC,2024-05-19,59.03,18,0.98
SKU_1,LOC_B,DC,2024-05-26,50.44,18,0.98
SKU_1,LOC_B,DC,2024-06-02,71.09,18,0.98
SKU_1,LOC_B,DC,2024-06-09,47.03,18,0.98
SKU_1,LOC_B,DC,2024-06-16,64.54,18,0.98
SKU_1,LOC_B,DC,2024-06-23,35.65,18,0.98
SKU_1,LOC_B,DC,2024-06-30,54.4,18,0.98
SKU_1,LOC_B,DC,2024-07-07,83.56,18,0.98
SKU_1,LOC_B,DC,2024-07-14,80.41,18,0.98
SKU_1,LOC_B,DC,2024-07-21,86.54,18,0.98
SKU_1,LOC_B,DC,2024-07-28,81.81,18,0.98
SKU_1,LOC_B,DC,2024-08-04,99.8,18,0.98
SKU_1,LOC_B,DC,2024-08-11,72.24,18,0.98
SKU_1,LOC_B,DC,2024-08-18,66.85,18,0.98
SKU_1,LOC_B,DC,2024-08-25,106.11,18,0.98
SKU_1,LOC_B,DC,2024-09-01,88.59,18,0.98
SKU_1,LOC_B,DC,2024-09-08,64.47,18,0.98
SKU_1,LOC_B,DC,2024-09-15,69.79,18,0.98
SKU_1,LOC_B,DC,2024-09-22,75.8,18,0.98
SKU_1,LOC_B,DC,2024-09-29,92.13,18,0.98
SKU_1,LOC_B,DC,2024-10-06,89.88,18,0.98
SKU_1,LOC_B,DC,2024-10-13,59.25,18,0.98
SKU_1,LOC_B,DC,2024-10-20,91.36,18,0.98
SKU_1,LOC_B,DC,2024-10-27,101.25,18,0.98
SKU_1,LOC_B,DC,2024-11-03,79.44,18,0.98
SKU_1,LOC_B,DC,2024-11-10,57.09,18,0.98
SKU_1,LOC_B,DC,2024-11-17,80.71,18,0.98
SKU_1,LOC_B,DC,2024-11-24,73.96,18,0.98
SKU_1,LOC_B,DC,2024-12-01,79.44,18,0.98
SKU_1,LOC_B,DC,2024-12-08,82.72,18,0.98
SKU_1,LOC_B,DC,2024-12-15,89.83,18,0.98
SKU_1,LOC_B,DC,2024-12-22,80.81,18,0.98
SKU_1,LOC_B,DC,2024-12-29,112.63,18,0.98
SKU_1,LOC_B,Store,2024-01-07,213.19,8,0.9
SKU_1,LOC_B,Store,2024-01-14,215.08,8,0.9
SKU_1,LOC_B,Store,2024-01-21,194.29,8,0.9
SKU_1,LOC_B,Store,2024-01-28,209.89,8,0.9
SKU_1,LOC_B,Store,2024-02-04,196.29,8,0.9
SKU_1,LOC_B,Store,2024-02-11,213.26,8,0.9
SKU_1,LOC_B,Store,2024-02-18,228.84,8,0.9
SKU_1,LOC_B,Store,2024-02-25,228.24,8,0.9
SKU_1,LOC_B,Store,2024-03-03,194.31,8,0.9
SKU_1,LOC_B,Store,2024-03-10,233.3,8,0.9
SKU_1,LOC_B,Store,2024-03-17,216.29,8,0.9
SKU_1,LOC_B,Store,2024-03-24,199.02,8,0.9
SKU_1,LOC_B,Store,2024-03-31,201.49,8,0.9
SKU_1,LOC_B,Store,2024-04-07,205.42,8,0.9
SKU_1,LOC_B,Store,2024-04-14,176.45,8,0.9
SKU_1,LOC_B,Store,2024-04-21,209.21,8,0.9
SKU_1,LOC_B,Store,2024-04-28,167.39,8,0.9
SKU_1,LOC_B,Store,2024-05-05,204.3,8,0.9
SKU_1,LOC_B,Store,2024-05-12,176.55,8,0.9
SKU_1,LOC_B,Store,2024-05-19,179.86,8,0.9
SKU_1,LOC_B,Store,2024-05-26,182.18,8,0.9
SKU_1,LOC_B,Store,2024-06-02,194.67,8,0.9
SKU_1,LOC_B,Store,2024-06-09,234.97,8,0.9
SKU_1,LOC_B,Store,2024-06-16,212.99,8,0.9
SKU_1,LOC_B,Store,2024-06-23,246.82,8,0.9
SKU_1,LOC_B,Store,2024-06-30,229.32,8,0.9
SKU_1,LOC_B,Store,2024-07-07,196.35,8,0.9
SKU_1,LOC_B,Store,2024-07-14,207.93,8,0.9
SKU_1,LOC_B,Store,2024-07-21,185.44,8,0.9
SKU_1,LOC_B,Store,2024-07-28,213.68,8,0.9
SKU_1,LOC_B,Store,2024-08-04,229.87,8,0.9
SKU_1,LOC_B,Store,2024-08-11,229.85,8,0.9
SKU_1,LOC_B,Store,2024-08-18,209.26,8,0.9
SKU_1,LOC_B,Store,2024-08-25,231.01,8,0.9
SKU_1,LOC_B,Store,2024-09-01,234.29,8,0.9
SKU_1,LOC_B,Store,2024-09-08,214.76,8,0.9
SKU_1,LOC_B,Store,2024-09-15,205.67,8,0.9
SKU_1,LOC_B,Store,2024-09-22,223.91,8,0.9
SKU_1,LOC_B,Store,2024-09-29,219.2,8,0.9
SKU_1,LOC_B,Store,2024-10-06,249.31,8,0.9
SKU_1,LOC_B,Store,2024-10-13,225.13,8,0.9
SKU_1,LOC_B,Store,2024-10-20,222.62,8,0.9
SKU_1,LOC_B,Store,2024-10-27,188.14,8,0.9
SKU_1,LOC_B,Store,2024-11-03,208.31,8,0.9
SKU_1,LOC_B,Store,2024-11-10,187.82,8,0.9
SKU_1,LOC_B,Store,2024-11-17,194.64,8,0.9
SKU_1,LOC_B,Store,2024-11-24,204.87,8,0.9
SKU_1,LOC_B,Store,2024-12-01,208.7,8,0.9
SKU_1,LOC_B,Store,2024-12-08,219.18,8,0.9
SKU_1,LOC_B,Store,2024-12-15,216.46,8,0.9
SKU_1,LOC_B,Store,2024-12-22,208.92,8,0.9
SKU_1,LOC_B,Store,2024-12-29,233.6,8,0.9
SKU_1,LOC_B,WH,2024-01-07,162.12,10,0.95
SKU_1,LOC_B,WH,2024-01-14,167.09,10,0.95
SKU_1,LOC_B,WH,2024-01-21,174.07,10,0.95
SKU_1,LOC_B,WH,2024-01-28,168.99,10,0.95
SKU_1,LOC_B,WH,2024-02-04,174.61,10,0.95
SKU_1,LOC_B,WH,2024-02-11,178.93,10,0.95
SKU_1,LOC_B,WH,2024-02-18,172.38,10,0.95
SKU_1,LOC_B,WH,2024-02-25,184.0,10,0.95
SKU_1,LOC_B,WH,2024-03-03,182.81,10,0.95
SKU_1,LOC_B,WH,2024-03-10,176.77,10,0.95
SKU_1,LOC_B,WH,2024-03-17,183.97,10,0.95
SKU_1,LOC_B,WH,2024-03-24,181.32,10,0.95
SKU_1,LOC_B,WH,2024-03-31,181.03,10,0.95
SKU_1,LOC_B,WH,2024-04-07,164.6,10,0.95
SKU_1,LOC_B,WH,2024-04-14,156.75,10,0.95
SKU_1,LOC_B,WH,2024-04-21,157.44,10,0.95
SKU_1,LOC_B,WH,2024-04-28,171.88,10,0.95
SKU_1,LOC_B,WH,2024-05-05,171.1,10,0.95
SKU_1,LOC_B,WH,2024-05-12,164.09,10,0.95
SKU_1,LOC_B,WH,2024-05-19,159.46,10,0.95
SKU_1,LOC_B,WH,2024-05-26,159.17,10,0.95
SKU_1,LOC_B,WH,2024-06-02,167.85,10,0.95
SKU_1,LOC_B,WH,2024-06-09,164.84,10,0.95
SKU_1,LOC_B,WH,2024-06-16,182.15,10,0.95
SKU_1,LOC_B,WH,2024-06-23,176.95,10,0.95
SKU_1,LOC_B,WH,2024-06-30,179.55,10,0.95
SKU_1,LOC_B,WH,2024-07-07,177.89,10,0.95
SKU_1,LOC_B,WH,2024-07-14,170.54,10,0.95
SKU_1,LOC_B,WH,2024-07-21,192.48,10,0.95
SKU_1,LOC_B,WH,2024-07-28,179.94,10,0.95
SKU_1,LOC_B,WH,2024-08-04,172.99,10,0.95
SKU_1,LOC_B,WH,2024-08-11,183.47,10,0.95
SKU_1,LOC_B,WH,2024-08-18,188.55,10,0.95
SKU_1,LOC_B,WH,2024-08-25,189.56,10,0.95
SKU_1,LOC_B,WH,2024-09-01,202.04,10,0.95
SKU_1,LOC_B,WH,2024-09-08,182.67,10,0.95
SKU_1,LOC_B,WH,2024-09-15,186.78,10,0.95
SKU_1,LOC_B,WH,2024-09-22,194.5,10,0.95
SKU_1,LOC_B,WH,2024-09-29,179.61,10,0.95
SKU_1,LOC_B,WH,2024-10-06,186.27,10,0.95
SKU_1,LOC_B,WH,2024-10-13,194.97,10,0.95
SKU_1,LOC_B,WH,2024-10-20,179.01,10,0.95
SKU_1,LOC_B,WH,2024-10-27,165.38,10,0.95
SKU_1,LOC_B,WH,2024-11-03,175.2,10,0.95
SKU_1,LOC_B,WH,2024-11-10,175.16,10,0.95
SKU_1,LOC_B,WH,2024-11-17,182.19,10,0.95
SKU_1,LOC_B,WH,2024-11-24,191.24,10,0.95
SKU_1,LOC_B,WH,2024-12-01,185.21,10,0.95
SKU_1,LOC_B,WH,2024-12-08,180.47,10,0.95
SKU_1,LOC_B,WH,2024-12-15,177.27,10,0.95
SKU_1,LOC_B,WH,2024-12-22,186.04,10,0.95
SKU_1,LOC_B,WH,2024-12-29,191.33,10,0.95
SKU_2,LOC_A,DC,2024-01-07,121.3,11,0.9
SKU_2,LOC_A,DC,2024-01-14,121.12,11,0.9
SKU_2,LOC_A,DC,2024-01-21,123.99,11,0.9
SKU_2,LOC_A,DC,2024-01-28,135.51,11,0.9
SKU_2,LOC_A,DC,2024-02-04,134.86,11,0.9
SKU_2,LOC_A,DC,2024-02-11,143.78,11,0.9
SKU_2,LOC_A,DC,2024-02-18,142.94,11,0.9
SKU_2,LOC_A,DC,2024-02-25,131.97,11,0.9
SKU_2,LOC_A,DC,2024-03-03,132.21,11,0.9
SKU_2,LOC_A,DC,2024-03-10,131.55,11,0.9
SKU_2,LOC_A,DC,2024-03-17,129.98,11,0.9
SKU_2,LOC_A,DC,2024-03-24,134.64,11,0.9
SKU_2,LOC_A,DC,2024-03-31,129.74,11,0.9
SKU_2,LOC_A,DC,2024-04-07,136.49,11,0.9
SKU_2,LOC_A,DC,2024-04-14,123.68,11,0.9
SKU_2,LOC_A,DC,2024-04-21,115.73,11,0.9
SKU_2,LOC_A,DC,2024-04-28,122.04,11,0.9
SKU_2,LOC_A,DC,2024-05-05,108.51,11,0.9
SKU_2,LOC_A,DC,2024-05-12,123.65,11,0.9
SKU_2,LOC_A,DC,2024-05-19,133.9,11,0.9
SKU_2,LOC_A,DC,2024-05-26,118.73,11,0.9
SKU_2,LOC_A,DC,2024-06-02,125.96,11,0.9
SKU_2,LOC_A,DC,2024-06-09,129.11,11,0.9
SKU_2,LOC_A,DC,2024-06-16,134.86,11,0.9
SKU_2,LOC_A,DC,2024-06-23,132.93,11,0.9
SKU_2,LOC_A,DC,2024-06-30,133.97,11,0.9
SKU_2,LOC_A,DC,2024-07-07,135.48,11,0.9
SKU_2,LOC_A,DC,2024-07-14,140.33,11,0.9
SKU_2,LOC_A,DC,2024-07-21,147.97,11,0.9
SKU_2,LOC_A,DC,2024-07-28,147.58,11,0.9
SKU_2,LOC_A,DC,2024-08-04,151.68,11,0.9
SKU_2,LOC_A,DC,2024-08-11,154.1,11,0.9
SKU_2,LOC_A,DC,2024-08-18,144.51,11,0.9
SKU_2,LOC_A,DC,2024-08-25,157.57,11,0.9
SKU_2,LOC_A,DC,2024-09-01,143.16,11,0.9
SKU_2,LOC_A,DC,2024-09-08,149.49,11,0.9
SKU_2,LOC_A,DC,2024-09-15,132.01,11,0.9
SKU_2,LOC_A,DC,2024-09-22,145.68,11,0.9
SKU_2,LOC_A,DC,2024-09-29,142.06,11,0.9
SKU_2,LOC_A,DC,2024-10-06,142.69,11,0.9
SKU_2,LOC_A,DC,2024-10-13,136.96,11,0.9
SKU_2,LOC_A,DC,2024-10-20,131.23,11,0.9
SKU_2,LOC_A,DC,2024-10-27,130.71,11,0.9
SKU_2,LOC_A,DC,2024-11-03,129.38,11,0.9
SKU_2,LOC_A,DC,2024-11-10,137.12,11,0.9
SKU_2,LOC_A,DC,2024-11-17,128.8,11,0.9
SKU_2,LOC_A,DC,2024-11-24,141.48,11,0.9
SKU_2,LOC_A,DC,2024-12-01,139.51,11,0.9
SKU_2,LOC_A,DC,2024-12-08,137.19,11,0.9
SKU_2,LOC_A,DC,2024-12-15,140.0,11,0.9
SKU_2,LOC_A,DC,2024-12-22,132.94,11,0.9
SKU_2,LOC_A,DC,2024-12-29,139.1,11,0.9
SKU_2,LOC_A,Store,2024-01-07,83.75,11,0.95
SKU_2,LOC_A,Store,2024-01-14,72.26,11,0.95
SKU_2,LOC_A,Store,2024-01-21,86.71,11,0.95
SKU_2,LOC_A,Store,2024-01-28,85.39,11,0.95
SKU_2,LOC_A,Store,2024-02-04,111.37,11,0.95
SKU_2,LOC_A,Store,2024-02-11,114.53,11,0.95
SKU_2,LOC_A,Store,2024-02-18,65.68,11,0.95
SKU_2,LOC_A,Store,2024-02-25,128.86,11,0.95
SKU_2,LOC_A,Store,2024-03-03,77.27,11,0.95
SKU_2,LOC_A,Store,2024-03-10,96.73,11,0.95
SKU_2,LOC_A,Store,2024-03-17,135.63,11,0.95
SKU_2,LOC_A,Store,2024-03-24,111.74,11,0.95
SKU_2,LOC_A,Store,2024-03-31,75.23,11,0.95
SKU_2,LOC_A,Store,2024-04-07,94.56,11,0.95
SKU_2,LOC_A,Store,2024-04-14,76.9,11,0.95
SKU_2,LOC_A,Store,2024-04-21,71.14,11,0.95
SKU_2,LOC_A,Store,2024-04-28,106.92,11,0.95
SKU_2,LOC_A,Store,2024-05-05,101.66,11,0.95
SKU_2,LOC_A,Store,2024-05-12,98.42,11,0.95
SKU_2,LOC_A,Store,2024-05-19,94.46,11,0.95
SKU_2,LOC_A,Store,2024-05-26,73.49,11,0.95
SKU_2,LOC_A,Store,2024-06-02,74.73,11,0.95
SKU_2,LOC_A,Store,2024-06-09,61.04,11,0.95
SKU_2,LOC_A,Store,2024-06-16,89.95,11,0.95
SKU_2,LOC_A,Store,2024-06-23,92.43,11,0.95
SKU_2,LOC_A,Store,2024-06-30,103.5,11,0.95
SKU_2,LOC_A,Store,2024-07-07,97.98,11,0.95
SKU_2,LOC_A,Store,2024-07-14,84.68,11,0.95
SKU_2,LOC_A,Store,2024-07-21,116.35,11,0.95
SKU_2,LOC_A,Store,2024-07-28,100.96,11,0.95
SKU_2,LOC_A,Store,2024-08-04,110.54,11,0.95
SKU_2,LOC_A,Store,2024-08-11,106.62,11,0.95
SKU_2,LOC_A,Store,2024-08-18,101.43,11,0.95
SKU_2,LOC_A,Store,2024-08-25,123.34,11,0.95
SKU_2,LOC_A,Store,2024-09-01,132.43,11,0.95
SKU_2,LOC_A,Store,2024-09-08,92.94,11,0.95
SKU_2,LOC_A,Store,2024-09-15,129.94,11,0.95
SKU_2,LOC_A,Store,2024-09-22,113.13,11,0.95
SKU_2,LOC_A,Store,2024-09-29,108.19,11,0.95
SKU_2,LOC_A,Store,2024-10-06,125.4,11,0.95
SKU_2,LOC_A,Store,2024-10-13,90.53,11,0.95
SKU_2,LOC_A,Store,2024-10-20,119.28,11,0.95
SKU_2,LOC_A,Store,2024-10-27,113.7,11,0.95
SKU_2,LOC_A,Store,2024-11-03,67.54,11,0.95
SKU_2,LOC_A,Store,2024-11-10,86.27,11,0.95
SKU_2,LOC_A,Store,2024-11-17,87.9,11,0.95
SKU_2,LOC_A,Store,2024-11-24,83.76,11,0.95
SKU_2,LOC_A,Store,2024-12-01,110.5,11,0.95
SKU_2,LOC_A,Store,2024-12-08,97.21,11,0.95
SKU_2,LOC_A,Store,2024-12-15,119.16,11,0.95
SKU_2,LOC_A,Store,2024-12-22,95.32,11,0.95
SKU_2,LOC_A,Store,2024-12-29,119.89,11,0.95
SKU_2,LOC_A,WH,2024-01-07,189.47,6,0.95
SKU_2,LOC_A,WH,2024-01-14,197.95,6,0.95
SKU_2,LOC_A,WH,2024-01-21,192.56,6,0.95
SKU_2,LOC_A,WH,2024-01-28,188.01,6,0.95
SKU_2,LOC_A,WH,2024-02-04,191.44,6,0.95
SKU_2,LOC_A,WH,2024-02-11,201.06,6,0.95
SKU_2,LOC_A,WH,2024-02-18,193.66,6,0.95
SKU_2,LOC_A,WH,2024-02-25,192.58,6,0.95
SKU_2,LOC_A,WH,2024-03-03,191.7,6,0.95
SKU_2,LOC_A,WH,2024-03-10,196.73,6,0.95
SKU_2,LOC_A,WH,2024-03-17,208.43,6,0.95
SKU_2,LOC_A,WH,2024-03-24,195.41,6,0.95
SKU_2,LOC_A,WH,2024-03-31,189.98,6,0.95
SKU_2,LOC_A,WH,2024-04-07,189.44,6,0.95
SKU_2,LOC_A,WH,2024-04-14,196.07,6,0.95
SKU_2,LOC_A,WH,2024-04-21,187.19,6,0.95
SKU_2,LOC_A,WH,2024-04-28,186.1,6,0.95
SKU_2,LOC_A,WH,2024-05-05,177.09,6,0.95
SKU_2,LOC_A,WH,2024-05-12,196.22,6,0.95
