sku_id,location_id,echelon_type,date,actual,lead_time,service_level
SKU_1,LOC_1,DC,2023-04-16,18.28,9,0.98
SKU_1,LOC_1,DC,2023-04-17,32.02,7,0.98
SKU_1,LOC_1,DC,2023-04-18,39.35,6,0.98
SKU_1,LOC_1,DC,2023-04-19,19.92,15,0.98
SKU_1,LOC_1,DC,2023-04-20,20.37,6,0.98
SKU_1,LOC_1,DC,2023-04-21,21.85,7,0.98
SKU_1,LOC_1,DC,2023-04-22,21.54,6,0.98
SKU_1,LOC_1,DC,2023-04-23,15.07,18,0.98
SKU_1,LOC_1,DC,2023-04-24,29.5,8,0.98
SKU_1,LOC_1,DC,2023-04-25,24.07,6,0.98
SKU_1,LOC_1,DC,2023-04-26,24.06,14,0.98
SKU_1,LOC_1,DC,2023-04-27,27.73,13,0.98
SKU_1,LOC_1,DC,2023-04-28,19.76,6,0.98
SKU_1,LOC_1,DC,2023-04-29,21.07,13,0.98
SKU_1,LOC_1,DC,2023-04-30,26.32,17,0.98
SKU_1,LOC_1,DC,2023-05-01,24.13,10,0.98
SKU_1,LOC_1,DC,2023-05-02,25.92,5,0.98
SKU_1,LOC_1,DC,2023-05-03,24.14,8,0.98
SKU_1,LOC_1,DC,2023-05-04,23.49,19,0.98
SKU_1,LOC_1,DC,2023-05-05,30.7,18,0.98
SKU_1,LOC_1,DC,2023-05-06,29.16,5,0.98
SKU_1,LOC_1,DC,2023-05-07,13.93,18,0.98
SKU_1,LOC_1,DC,2023-05-08,31.01,10,0.98
SKU_1,LOC_1,DC,2023-05-09,33.95,18,0.98
SKU_1,LOC_1,DC,2023-05-10,30.01,17,0.98
SKU_1,LOC_1,DC,2023-05-11,23.84,8,0.98
SKU_1,LOC_1,DC,2023-05-12,21.83,7,0.98
SKU_1,LOC_1,DC,2023-05-13,27.93,7,0.98
SKU_1,LOC_1,DC,2023-05-14,22.19,13,0.98
SKU_1,LOC_1,DC,2023-05-15,77.34,10,0.98
SKU_1,LOC_1,DC,2023-05-16,24.8,13,0.98
SKU_1,LOC_1,DC,2023-05-17,30.13,17,0.98
SKU_1,LOC_1,DC,2023-05-18,23.27,9,0.98
SKU_1,LOC_1,DC,2023-05-19,39.29,6,0.98
SKU_1,LOC_1,DC,2023-05-20,26.6,12,0.98
SKU_1,LOC_1,DC,2023-05-21,33.28,9,0.98
SKU_1,LOC_1,DC,2023-05-22,25.36,6,0.98
SKU_1,LOC_1,DC,2023-05-23,23.25,8,0.98
SKU_1,LOC_1,DC,2023-05-24,48.93,13,0.98
SKU_1,LOC_1,DC,2023-05-25,28.14,19,0.98
SKU_1,LOC_1,DC,2023-05-26,21.0,8,0.98
SKU_1,LOC_1,DC,2023-05-27,22.8,17,0.98
SKU_1,LOC_1,DC,2023-05-28,29.8,16,0.98
SKU_1,LOC_1,DC,2023-05-29,26.95,16,0.98
SKU_1,LOC_1,DC,2023-05-30,14.55,16,0.98
SKU_1,LOC_1,DC,2023-05-31,27.2,17,0.98
SKU_1,LOC_1,DC,2023-06-01,29.12,19,0.98
SKU_1,LOC_1,DC,2023-06-02,21.57,18,0.98
SKU_1,LOC_1,DC,2023-06-03,28.07,8,0.98
SKU_1,LOC_1,DC,2023-06-04,33.19,6,0.98
SKU_1,LOC_1,DC,2023-06-05,26.88,17,0.98
SKU_1,LOC_1,DC,2023-06-06,22.51,16,0.98
SKU_1,LOC_1,DC,2023-06-07,22.95,19,0.98
SKU_1,LOC_1,DC,2023-06-08,25.25,10,0.98
SKU_1,LOC_1,DC,2023-06-09,26.82,17,0.98
SKU_1,LOC_1,DC,2023-06-10,25.47,15,0.98
SKU_1,LOC_1,DC,2023-06-11,27.36,18,0.98
SKU_1,LOC_1,DC,2023-06-12,24.58,6,0.98
SKU_1,LOC_1,DC,2023-06-13,25.99,16,0.98
SKU_1,LOC_1,DC,2023-06-14,29.35,11,0.98
SKU_1,LOC_1,DC,2023-06-15,20.65,7,0.98
SKU_1,LOC_1,DC,2023-06-16,25.68,19,0.98
SKU_1,LOC_1,DC,2023-06-17,25.67,7,0.98
SKU_1,LOC_1,DC,2023-06-18,29.16,9,0.98
SKU_1,LOC_1,DC,2023-06-19,24.25,7,0.98
SKU_1,LOC_1,DC,2023-06-20,28.01,6,0.98
SKU_1,LOC_1,DC,2023-06-21,29.94,14,0.98
SKU_1,LOC_1,DC,2023-06-22,17.29,13,0.98
SKU_1,LOC_1,DC,2023-06-23,30.22,6,0.98
SKU_1,LOC_1,DC,2023-06-24,20.99,18,0.98
SKU_1,LOC_1,DC,2023-06-25,20.52,15,0.98
SKU_1,LOC_1,DC,2023-06-26,12.87,6,0.98
SKU_1,LOC_1,DC,2023-06-27,21.77,17,0.98
SKU_1,LOC_1,DC,2023-06-28,25.18,19,0.98
SKU_1,LOC_1,DC,2023-06-29,23.56,12,0.98
SKU_1,LOC_1,DC,2023-06-30,23.22,19,0.98
SKU_1,LOC_1,DC,2023-07-01,20.43,13,0.98
SKU_1,LOC_1,DC,2023-07-02,28.91,11,0.98
SKU_1,LOC_1,DC,2023-07-03,29.3,7,0.98
SKU_1,LOC_1,DC,2023-07-04,26.98,13,0.98
SKU_1,LOC_1,DC,2023-07-05,17.11,7,0.98
SKU_1,LOC_1,DC,2023-07-06,34.92,9,0.98
SKU_1,LOC_1,DC,2023-07-07,25.81,13,0.98
SKU_1,LOC_1,DC,2023-07-08,27.49,16,0.98
SKU_1,LOC_1,DC,2023-07-09,18.76,18,0.98
SKU_1,LOC_1,DC,2023-07-10,25.13,18,0.98
SKU_1,LOC_1,DC,2023-07-11,26.95,7,0.98
SKU_1,LOC_1,DC,2023-07-12,24.57,11,0.98
SKU_1,LOC_1,DC,2023-07-13,28.91,16,0.98
SKU_1,LOC_1,DC,2023-07-14,30.75,5,0.98
SKU_1,LOC_1,DC,2023-07-15,19.42,8,0.98
SKU_1,LOC_1,DC,2023-07-16,28.82,8,0.98
SKU_1,LOC_1,DC,2023-07-17,26.86,11,0.98
SKU_1,LOC_1,DC,2023-07-18,25.16,12,0.98
SKU_1,LOC_1,DC,2023-07-19,18.45,5,0.98
SKU_1,LOC_1,DC,2023-07-20,31.52,9,0.98
SKU_1,LOC_1,DC,2023-07-21,26.88,11,0.98
SKU_1,LOC_1,DC,2023-07-22,17.54,16,0.98
SKU_1,LOC_1,DC,2023-07-23,24.15,8,0.98
SKU_1,LOC_1,DC,2023-07-24,26.59,17,0.98
SKU_1,LOC_1,DC,2023-07-25,27.37,8,0.98
SKU_1,LOC_1,DC,2023-07-26,24.65,8,0.98
SKU_1,LOC_1,DC,2023-07-27,26.67,16,0.98
SKU_1,LOC_1,DC,2023-07-28,34.29,10,0.98
SKU_1,LOC_1,DC,2023-07-29,31.84,11,0.98
SKU_1,LOC_1,DC,2023-07-30,21.16,6,0.98
SKU_1,LOC_1,DC,2023-07-31,22.68,19,0.98
SKU_1,LOC_1,DC,2023-08-01,24.77,9,0.98
SKU_1,LOC_1,DC,2023-08-02,17.76,8,0.98
SKU_1,LOC_1,DC,2023-08-03,19.52,19,0.98
SKU_1,LOC_1,DC,2023-08-04,18.33,18,0.98
SKU_1,LOC_1,DC,2023-08-05,20.37,17,0.98
SKU_1,LOC_1,DC,2023-08-06,31.25,7,0.98
SKU_1,LOC_1,DC,2023-08-07,36.88,11,0.98
SKU_1,LOC_1,DC,2023-08-08,20.93,15,0.98
SKU_1,LOC_1,DC,2023-08-09,29.12,16,0.98
SKU_1,LOC_1,DC,2023-08-10,23.43,10,0.98
SKU_1,LOC_1,DC,2023-08-11,27.17,18,0.98
SKU_1,LOC_1,DC,2023-08-12,22.27,11,0.98
SKU_1,LOC_1,DC,2023-08-13,17.69,9,0.98
SKU_1,LOC_1,DC,2023-08-14,27.44,17,0.98
SKU_1,LOC_1,DC,2023-08-15,18.81,10,0.98
SKU_1,LOC_1,DC,2023-08-16,23.29,9,0.98
SKU_1,LOC_1,DC,2023-08-17,22.36,18,0.98
SKU_1,LOC_1,DC,2023-08-18,26.36,11,0.98
SKU_1,LOC_1,DC,2023-08-19,23.17,6,0.98
SKU_1,LOC_1,DC,2023-08-20,25.03,18,0.98
SKU_1,LOC_1,DC,2023-08-21,18.92,15,0.98
SKU_1,LOC_1,DC,2023-08-22,34.2,9,0.98
SKU_1,LOC_1,DC,2023-08-23,20.52,10,0.98
SKU_1,LOC_1,DC,2023-08-24,30.84,10,0.98
SKU_1,LOC_1,DC,2023-08-25,26.37,19,0.98
SKU_1,LOC_1,DC,2023-08-26,26.36,9,0.98
SKU_1,LOC_1,DC,2023-08-27,27.31,14,0.98
SKU_1,LOC_1,DC,2023-08-28,17.77,11,0.98
SKU_1,LOC_1,DC,2023-08-29,87.93,14,0.98
SKU_1,LOC_1,DC,2023-08-30,23.72,12,0.98
SKU_1,LOC_1,DC,2023-08-31,31.13,11,0.98
SKU_1,LOC_1,DC,2023-09-01,25.34,9,0.98
SKU_1,LOC_1,DC,2023-09-02,24.42,5,0.98
SKU_1,LOC_1,DC,2023-09-03,20.54,17,0.98
SKU_1,LOC_1,DC,2023-09-04,22.84,9,0.98
SKU_1,LOC_1,DC,2023-09-05,27.97,14,0.98
SKU_1,LOC_1,DC,2023-09-06,20.61,6,0.98
SKU_1,LOC_1,DC,2023-09-07,17.73,17,0.98
SKU_1,LOC_1,DC,2023-09-08,22.64,9,0.98
SKU_1,LOC_1,DC,2023-09-09,29.96,9,0.98
SKU_1,LOC_1,DC,2023-09-10,34.05,6,0.98
SKU_1,LOC_1,DC,2023-09-11,23.57,9,0.98
SKU_1,LOC_1,DC,2023-09-12,19.89,17,0.98
SKU_1,LOC_1,DC,2023-09-13,25.11,8,0.98
SKU_1,LOC_1,DC,2023-09-14,27.43,5,0.98
SKU_1,LOC_1,DC,2023-09-15,29.18,7,0.98
SKU_1,LOC_1,DC,2023-09-16,35.91,5,0.98
SKU_1,LOC_1,DC,2023-09-17,81.45,16,0.98
SKU_1,LOC_1,DC,2023-09-18,33.98,15,0.98
SKU_1,LOC_1,DC,2023-09-19,24.97,19,0.98
SKU_1,LOC_1,DC,2023-09-20,27.39,9,0.98
SKU_1,LOC_1,DC,2023-09-21,24.55,8,0.98
SKU_1,LOC_1,DC,2023-09-22,24.25,11,0.98
SKU_1,LOC_1,DC,2023-09-23,26.1,9,0.98
SKU_1,LOC_1,DC,2023-09-24,26.1,14,0.98
SKU_1,LOC_1,DC,2023-09-25,24.79,18,0.98
SKU_1,LOC_1,DC,2023-09-26,25.1,8,0.98
SKU_1,LOC_1,DC,2023-09-27,32.23,6,0.98
SKU_1,LOC_1,DC,2023-09-28,36.66,8,0.98
SKU_1,LOC_1,DC,2023-09-29,25.56,16,0.98
SKU_1,LOC_1,DC,2023-09-30,26.38,6,0.98
SKU_1,LOC_1,DC,2023-10-01,30.1,12,0.98
SKU_1,LOC_1,DC,2023-10-02,41.59,7,0.98
SKU_1,LOC_1,DC,2023-10-03,28.39,13,0.98
SKU_1,LOC_1,DC,2023-10-04,32.28,17,0.98
SKU_1,LOC_1,DC,2023-10-05,34.82,8,0.98
SKU_1,LOC_1,DC,2023-10-06,29.77,17,0.98
SKU_1,LOC_1,DC,2023-10-07,32.36,10,0.98
SKU_1,LOC_1,DC,2023-10-08,31.09,14,0.98
SKU_1,LOC_1,DC,2023-10-09,33.0,9,0.98
SKU_1,LOC_1,DC,2023-10-10,24.24,14,0.98
SKU_1,LOC_1,DC,2023-10-11,29.65,17,0.98
SKU_1,LOC_1,DC,2023-10-12,30.93,5,0.98
SKU_1,LOC_1,DC,2023-10-13,30.97,13,0.98
SKU_1,LOC_1,DC,2023-10-14,33.95,5,0.98
SKU_1,LOC_1,DC,2023-10-15,31.09,12,0.98
SKU_1,LOC_1,DC,2023-10-16,24.38,13,0.98
SKU_1,LOC_1,DC,2023-10-17,31.92,13,0.98
SKU_1,LOC_1,DC,2023-10-18,25.72,5,0.98
SKU_1,LOC_1,DC,2023-10-19,26.61,6,0.98
SKU_1,LOC_1,DC,2023-10-20,27.93,16,0.98
SKU_1,LOC_1,DC,2023-10-21,29.35,17,0.98
SKU_1,LOC_1,DC,2023-10-22,23.33,5,0.98
SKU_1,LOC_1,DC,2023-10-23,34.85,14,0.98
SKU_1,LOC_1,DC,2023-10-24,25.23,6,0.98
SKU_1,LOC_1,DC,2023-10-25,37.02,14,0.98
SKU_1,LOC_1,DC,2023-10-26,43.61,16,0.98
SKU_1,LOC_1,DC,2023-10-27,36.03,12,0.98
SKU_1,LOC_1,DC,2023-10-28,52.02,9,0.98
SKU_1,LOC_1,DC,2023-10-29,23.43,16,0.98
SKU_1,LOC_1,DC,2023-10-30,26.44,15,0.98
SKU_1,LOC_1,DC,2023-10-31,36.71,11,0.98
SKU_1,LOC_1,DC,2023-11-01,33.08,6,0.98
SKU_1,LOC_1,DC,2023-11-02,90.69,12,0.98
SKU_1,LOC_1,DC,2023-11-03,21.92,15,0.98
SKU_1,LOC_1,DC,2023-11-04,37.5,10,0.98
SKU_1,LOC_1,DC,2023-11-05,39.69,12,0.98
SKU_1,LOC_1,DC,2023-11-06,39.04,5,0.98
SKU_1,LOC_1,DC,2023-11-07,29.31,19,0.98
SKU_1,LOC_1,DC,2023-11-08,33.72,5,0.98
SKU_1,LOC_1,DC,2023-11-09,34.33,16,0.98
SKU_1,LOC_1,DC,2023-11-10,25.81,11,0.98
SKU_1,LOC_1,DC,2023-11-11,33.27,12,0.98
SKU_1,LOC_1,DC,2023-11-12,37.23,17,0.98
SKU_1,LOC_1,DC,2023-11-13,36.05,7,0.98
SKU_1,LOC_1,DC,2023-11-14,28.16,9,0.98
SKU_1,LOC_1,DC,2023-11-15,29.37,16,0.98
SKU_1,LOC_1,DC,2023-11-16,36.6,5,0.98
SKU_1,LOC_1,DC,2023-11-17,36.07,11,0.98
SKU_1,LOC_1,DC,2023-11-18,40.63,9,0.98
SKU_1,LOC_1,DC,2023-11-19,23.13,12,0.98
SKU_1,LOC_1,DC,2023-11-20,33.47,17,0.98
SKU_1,LOC_1,DC,2023-11-21,31.42,12,0.98
SKU_1,LOC_1,DC,2023-11-22,32.82,13,0.98
SKU_1,LOC_1,DC,2023-11-23,32.49,11,0.98
SKU_1,LOC_1,DC,2023-11-24,38.62,15,0.98
SKU_1,LOC_1,DC,2023-11-25,35.0,5,0.98
SKU_1,LOC_1,DC,2023-11-26,35.86,17,0.98
SKU_1,LOC_1,DC,2023-11-27,29.12,7,0.98
SKU_1,LOC_1,DC,2023-11-28,20.61,12,0.98
SKU_1,LOC_1,DC,2023-11-29,39.99,7,0.98
SKU_1,LOC_1,DC,2023-11-30,44.52,12,0.98
SKU_1,LOC_1,DC,2023-12-01,34.03,5,0.98
SKU_1,LOC_1,DC,2023-12-02,36.72,9,0.98
SKU_1,LOC_1,DC,2023-12-03,37.2,8,0.98
SKU_1,LOC_1,DC,2023-12-04,43.15,9,0.98
SKU_1,LOC_1,DC,2023-12-05,39.94,12,0.98
SKU_1,LOC_1,DC,2023-12-06,38.42,14,0.98
SKU_1,LOC_1,DC,2023-12-07,36.7,19,0.98
SKU_1,LOC_1,DC,2023-12-08,108.07,18,0.98
SKU_1,LOC_1,DC,2023-12-09,30.62,8,0.98
SKU_1,LOC_1,DC,2023-12-10,35.31,15,0.98
SKU_1,LOC_1,DC,2023-12-11,40.91,8,0.98
SKU_1,LOC_1,DC,2023-12-12,36.28,19,0.98
SKU_1,LOC_1,DC,2023-12-13,37.63,7,0.98
SKU_1,LOC_1,DC,2023-12-14,32.57,11,0.98
SKU_1,LOC_1,DC,2023-12-15,39.68,7,0.98
SKU_1,LOC_1,DC,2023-12-16,31.68,16,0.98
SKU_1,LOC_1,DC,2023-12-17,39.35,7,0.98
SKU_1,LOC_1,DC,2023-12-18,37.48,15,0.98
SKU_1,LOC_1,DC,2023-12-19,30.98,14,0.98
SKU_1,LOC_1,DC,2023-12-20,43.19,9,0.98
SKU_1,LOC_1,DC,2023-12-21,38.08,9,0.98
SKU_1,LOC_1,DC,2023-12-22,46.92,18,0.98
SKU_1,LOC_1,DC,2023-12-23,45.45,10,0.98
SKU_1,LOC_1,DC,2023-12-24,60.52,12,0.98
SKU_1,LOC_1,DC,2023-12-25,36.07,14,0.98
SKU_1,LOC_1,DC,2023-12-26,34.61,10,0.98
SKU_1,LOC_1,DC,2023-12-27,33.0,19,0.98
SKU_1,LOC_1,DC,2023-12-28,38.16,16,0.98
SKU_1,LOC_1,DC,2023-12-29,78.92,5,0.98
SKU_1,LOC_1,DC,2023-12-30,32.1,19,0.98
SKU_1,LOC_1,DC,2023-12-31,44.13,12,0.98
SKU_1,LOC_1,DC,2024-01-01,74.86,12,0.98
SKU_1,LOC_1,DC,2024-01-02,43.19,13,0.98
SKU_1,LOC_1,DC,2024-01-03,44.13,13,0.98
SKU_1,LOC_1,DC,2024-01-04,36.42,6,0.98
SKU_1,LOC_1,DC,2024-01-05,44.59,19,0.98
SKU_1,LOC_1,DC,2024-01-06,39.14,6,0.98
SKU_1,LOC_1,DC,2024-01-07,31.13,7,0.98
SKU_1,LOC_1,DC,2024-01-08,42.08,5,0.98
SKU_1,LOC_1,DC,2024-01-09,38.38,8,0.98
SKU_1,LOC_1,DC,2024-01-10,81.76,18,0.98
SKU_1,LOC_1,DC,2024-01-11,41.11,8,0.98
SKU_1,LOC_1,DC,2024-01-12,42.7,18,0.98
SKU_1,LOC_1,DC,2024-01-13,44.34,13,0.98
SKU_1,LOC_1,DC,2024-01-14,41.7,13,0.98
SKU_1,LOC_1,DC,2024-01-15,42.56,13,0.98
SKU_1,LOC_1,DC,2024-01-16,46.79,14,0.98
SKU_1,LOC_1,DC,2024-01-17,38.77,11,0.98
SKU_1,LOC_1,DC,2024-01-18,69.0,18,0.98
SKU_1,LOC_1,DC,2024-01-19,39.53,19,0.98
SKU_1,LOC_1,DC,2024-01-20,49.99,6,0.98
SKU_1,LOC_1,DC,2024-01-21,41.0,14,0.98
SKU_1,LOC_1,DC,2024-01-22,43.55,9,0.98
SKU_1,LOC_1,DC,2024-01-23,41.76,8,0.98
SKU_1,LOC_1,DC,2024-01-24,43.17,16,0.98
SKU_1,LOC_1,DC,2024-01-25,41.5,15,0.98
SKU_1,LOC_1,DC,2024-01-26,46.8,12,0.98
SKU_1,LOC_1,DC,2024-01-27,40.52,6,0.98
SKU_1,LOC_1,DC,2024-01-28,39.34,10,0.98
SKU_1,LOC_1,DC,2024-01-29,42.9,17,0.98
SKU_1,LOC_1,DC,2024-01-30,42.04,9,0.98
SKU_1,LOC_1,DC,2024-01-31,39.88,19,0.98
SKU_1,LOC_1,DC,2024-02-01,44.39,16,0.98
SKU_1,LOC_1,DC,2024-02-02,38.82,6,0.98
SKU_1,LOC_1,DC,2024-02-03,53.49,15,0.98
SKU_1,LOC_1,DC,2024-02-04,39.84,14,0.98
SKU_1,LOC_1,DC,2024-02-05,43.62,19,0.98
SKU_1,LOC_1,DC,2024-02-06,44.82,5,0.98
SKU_1,LOC_1,DC,2024-02-07,91.86,12,0.98
SKU_1,LOC_1,DC,2024-02-08,39.44,6,0.98
SKU_1,LOC_1,DC,2024-02-09,81.11,11,0.98
SKU_1,LOC_1,DC,2024-02-10,51.59,13,0.98
SKU_1,LOC_1,DC,2024-02-11,45.97,13,0.98
SKU_1,LOC_1,DC,2024-02-12,124.36,12,0.98
SKU_1,LOC_1,DC,2024-02-13,47.13,15,0.98
SKU_1,LOC_1,DC,2024-02-14,54.28,18,0.98
SKU_1,LOC_1,DC,2024-02-15,45.25,16,0.98
SKU_1,LOC_1,DC,2024-02-16,54.18,14,0.98
SKU_1,LOC_1,DC,2024-02-17,49.28,13,0.98
SKU_1,LOC_1,DC,2024-02-18,53.59,6,0.98
SKU_1,LOC_1,DC,2024-02-19,49.39,10,0.98
SKU_1,LOC_1,DC,2024-02-20,46.52,8,0.98
SKU_1,LOC_1,DC,2024-02-21,55.75,18,0.98
SKU_1,LOC_1,DC,2024-02-22,49.83,8,0.98
SKU_1,LOC_1,DC,2024-02-23,49.72,9,0.98
SKU_1,LOC_1,DC,2024-02-24,52.6,16,0.98
SKU_1,LOC_1,DC,2024-02-25,53.23,7,0.98
SKU_1,LOC_1,DC,2024-02-26,90.1,18,0.98
SKU_1,LOC_1,DC,2024-02-27,43.75,5,0.98
SKU_1,LOC_1,DC,2024-02-28,46.93,12,0.98
SKU_1,LOC_1,DC,2024-02-29,46.98,9,0.98
SKU_1,LOC_1,DC,2024-03-01,46.58,7,0.98
SKU_1,LOC_1,DC,2024-03-02,46.31,14,0.98
SKU_1,LOC_1,DC,2024-03-03,47.3,18,0.98
SKU_1,LOC_1,DC,2024-03-04,88.14,11,0.98
SKU_1,LOC_1,DC,2024-03-05,52.53,11,0.98
SKU_1,LOC_1,DC,2024-03-06,86.09,5,0.98
SKU_1,LOC_1,DC,2024-03-07,48.83,16,0.98
SKU_1,LOC_1,DC,2024-03-08,56.24,13,0.98
SKU_1,LOC_1,DC,2024-03-09,50.5,19,0.98
SKU_1,LOC_1,DC,2024-03-10,55.02,6,0.98
