sku_id,location_id,echelon_type,date,forecast,lead_time,service_level,Promotion,Discount_Percent,Price,Stockout_Flag,On_Hand,Open_POs,Holiday_Flag,Season,Channel,Region_Type,Climate,Lead_Time_Std
SKU_1,LOC_A,DC,2024-06-16,177.33,11,0.9,0,0.0,95.47,1,0.0,99.31,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-06-23,151.29,11,0.9,0,0.0,95.47,1,0.0,61.38,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-06-30,199.35,11,0.9,0,0.0,95.47,1,0.0,61.38,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-07-07,144.24,11,0.9,0,0.0,95.47,1,0.0,72.79,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-07-14,185.75,11,0.9,0,0.0,95.47,1,0.0,72.79,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-07-21,127.21,11,0.9,0,0.0,95.47,1,0.0,77.28,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-07-28,176.05,11,0.9,0,0.0,95.47,1,0.0,77.28,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-04,111.77,11,0.9,0,0.0,95.47,0,7.48,121.09,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-11,165.56,11,0.9,0,0.0,95.47,1,0.0,121.09,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-18,162.75,11,0.9,0,0.0,95.47,1,0.0,78.84,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-25,201.56,11,0.9,1,7.53,95.47,1,0.0,78.84,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-01,126.28,11,0.9,0,0.0,91.76,1,0.0,76.55,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-08,175.92,11,0.9,1,6.81,91.76,1,0.0,76.55,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-15,125.13,11,0.9,0,0.0,91.76,1,0.0,80.95,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-22,149.36,11,0.9,0,0.0,91.76,1,0.0,80.95,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-29,173.99,11,0.9,0,0.0,91.76,1,0.0,153.56,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-06,187.92,11,0.9,1,16.99,91.76,1,0.0,153.56,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-13,185.08,11,0.9,0,0.0,91.76,1,0.0,62.26,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-20,169.27,11,0.9,0,0.0,91.76,1,0.0,62.26,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-27,122.2,11,0.9,0,0.0,91.76,1,0.0,59.16,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-03,181.07,11,0.9,0,0.0,91.76,1,0.0,59.16,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-10,162.52,11,0.9,0,0.0,91.76,1,0.0,162.24,1,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-17,176.5,11,0.9,1,8.14,91.76,1,0.0,162.24,1,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-24,155.73,11,0.9,0,0.0,91.76,1,0.0,122.68,1,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-01,173.54,11,0.9,0,0.0,94.55,1,0.0,122.68,0,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-08,195.33,11,0.9,0,0.0,94.55,1,0.0,119.38,0,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-15,210.26,11,0.9,0,0.0,94.55,1,0.0,119.38,1,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-22,197.89,11,0.9,1,8.79,94.55,1,0.0,157.0,1,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-29,182.29,11,0.9,0,0.0,94.55,1,0.0,157.0,1,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,WH,2024-01-07,191.22,11,0.95,0,0.0,52.04,0,513.24,174.34,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-01-14,172.96,11,0.95,1,13.94,52.04,0,508.44,174.34,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-01-21,149.88,11,0.95,0,0.0,52.04,0,425.22,68.09,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-01-28,180.13,11,0.95,1,15.44,52.04,0,313.04,68.09,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-04,202.39,11,0.95,0,0.0,52.04,0,271.33,158.72,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-11,173.1,11,0.95,1,9.73,52.04,0,245.76,158.72,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-18,211.99,11,0.95,0,0.0,52.04,0,201.51,168.61,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-25,197.08,11,0.95,0,0.0,52.04,0,168.96,168.61,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-03,216.37,11,0.95,0,0.0,51.02,0,145.09,182.9,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-10,182.11,11,0.95,0,0.0,51.02,0,133.3,182.9,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-17,227.87,11,0.95,1,5.37,51.02,0,93.13,180.51,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-24,199.6,11,0.95,1,18.12,51.02,0,75.94,180.51,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-31,221.12,11,0.95,0,0.0,51.02,0,62.68,190.86,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-07,219.26,11,0.95,0,0.0,51.02,0,23.09,190.86,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-14,202.7,11,0.95,0,0.0,51.02,1,0.0,102.61,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-21,205.39,11,0.95,0,0.0,51.02,1,0.0,102.61,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-28,194.92,11,0.95,0,0.0,51.02,1,0.0,121.98,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-05,219.07,11,0.95,0,0.0,51.02,1,0.0,121.98,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-12,183.48,11,0.95,0,0.0,51.02,1,0.0,197.61,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-19,186.38,11,0.95,0,0.0,51.02,0,5.28,197.61,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-26,226.45,11,0.95,0,0.0,51.02,1,0.0,113.2,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-02,191.72,11,0.95,0,0.0,52.55,1,0.0,113.2,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-09,210.88,11,0.95,0,0.0,52.55,1,0.0,66.57,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-16,175.3,11,0.95,0,0.0,52.55,1,0.0,66.57,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-23,236.29,11,0.95,0,0.0,52.55,1,0.0,94.45,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-30,198.7,11,0.95,0,0.0,52.55,1,0.0,94.45,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-07,157.87,11,0.95,1,5.27,52.55,0,22.11,198.16,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-14,216.23,11,0.95,0,0.0,52.55,1,0.0,198.16,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-21,248.7,11,0.95,0,0.0,52.55,1,0.0,151.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-28,205.36,11,0.95,0,0.0,52.55,1,0.0,151.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-04,202.61,11,0.95,0,0.0,52.55,1,0.0,167.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-11,219.0,11,0.95,1,11.26,52.55,1,0.0,167.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-18,245.56,11,0.95,0,0.0,52.55,1,0.0,191.71,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-25,199.71,11,0.95,0,0.0,52.55,0,0.61,191.71,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-01,269.34,11,0.95,0,0.0,50.51,1,0.0,75.06,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-08,203.11,11,0.95,0,0.0,50.51,1,0.0,75.06,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-15,265.6,11,0.95,0,0.0,50.51,1,0.0,191.41,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-22,166.02,11,0.95,0,0.0,50.51,0,26.42,191.41,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-29,180.02,11,0.95,0,0.0,50.51,1,0.0,126.9,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-06,183.56,11,0.95,0,0.0,50.51,1,0.0,126.9,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-13,220.23,11,0.95,0,0.0,50.51,1,0.0,83.07,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-20,220.14,11,0.95,0,0.0,50.51,1,0.0,83.07,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-27,191.84,11,0.95,0,0.0,50.51,1,0.0,102.52,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-03,193.85,11,0.95,1,19.54,50.51,1,0.0,102.52,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-10,218.29,11,0.95,0,0.0,50.51,1,0.0,189.16,1,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-17,221.85,11,0.95,0,0.0,50.51,1,0.0,189.16,1,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-24,266.53,11,0.95,1,10.94,50.51,1,0.0,163.74,1,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-01,199.59,11,0.95,0,0.0,52.04,1,0.0,163.74,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-08,229.24,11,0.95,0,0.0,52.04,1,0.0,172.37,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-15,254.19,11,0.95,1,8.36,52.04,1,0.0,172.37,1,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-22,249.34,11,0.95,0,0.0,52.04,1,0.0,138.94,1,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-29,190.18,11,0.95,0,0.0,52.04,1,0.0,138.94,1,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,Store,2024-01-07,124.27,6,0.98,0,0.0,113.98,0,420.02,52.73,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-01-14,104.22,6,0.98,0,0.0,113.98,0,361.69,52.73,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-01-21,124.56,6,0.98,1,14.71,113.98,0,428.59,184.7,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-01-28,142.08,6,0.98,0,0.0,113.98,0,466.69,184.7,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-04,110.55,6,0.98,0,0.0,113.98,0,404.44,59.04,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-11,134.99,6,0.98,0,0.0,113.98,0,327.55,59.04,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-18,116.39,6,0.98,0,0.0,113.98,0,261.14,65.21,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-25,131.04,6,0.98,0,0.0,113.98,0,199.0,65.21,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-03,124.95,6,0.98,0,0.0,111.75,0,164.15,92.73,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-10,197.14,6,0.98,0,0.0,111.75,0,71.71,92.73,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-17,135.29,6,0.98,0,0.0,111.75,0,72.81,130.87,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-24,125.38,6,0.98,0,0.0,111.75,0,68.55,130.87,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-31,160.61,6,0.98,0,0.0,111.75,0,58.94,157.42,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-07,145.63,6,0.98,0,0.0,111.75,0,76.39,157.42,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-14,199.2,6,0.98,0,0.0,111.75,1,0.0,68.28,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-21,153.23,6,0.98,1,15.22,111.75,1,0.0,68.28,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-28,187.3,6,0.98,1,12.88,111.75,1,0.0,156.36,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-05,143.34,6,0.98,1,13.51,111.75,0,11.01,156.36,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-12,145.19,6,0.98,0,0.0,111.75,0,64.29,194.44,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-19,144.51,6,0.98,0,0.0,111.75,0,123.75,194.44,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-26,137.97,6,0.98,0,0.0,111.75,0,117.2,132.53,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-02,166.9,6,0.98,1,14.5,115.1,0,86.95,132.53,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-09,146.5,6,0.98,0,0.0,115.1,0,80.19,140.24,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-16,156.54,6,0.98,0,0.0,115.1,0,59.04,140.24,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-23,142.4,6,0.98,0,0.0,115.1,0,1.36,84.21,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-30,129.5,6,0.98,0,0.0,115.1,1,0.0,84.21,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-07,157.3,6,0.98,0,0.0,115.1,1,0.0,111.65,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-14,148.48,6,0.98,0,0.0,115.1,1,0.0,111.65,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-21,133.56,6,0.98,0,0.0,115.1,1,0.0,103.01,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-28,186.72,6,0.98,0,0.0,115.1,1,0.0,103.01,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-04,133.69,6,0.98,0,0.0,115.1,1,0.0,91.22,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-11,135.88,6,0.98,0,0.0,115.1,1,0.0,91.22,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-18,141.84,6,0.98,0,0.0,115.1,0,7.44,150.13,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-25,138.41,6,0.98,1,14.36,115.1,0,21.42,150.13,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-01,148.4,6,0.98,0,0.0,110.63,0,10.28,137.99,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-08,140.81,6,0.98,0,0.0,110.63,0,13.82,137.99,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-15,158.33,6,0.98,0,0.0,110.63,0,18.45,179.42,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-22,159.79,6,0.98,0,0.0,110.63,0,60.38,179.42,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-29,130.77,6,0.98,1,5.35,110.63,0,66.65,146.3,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-06,142.83,6,0.98,0,0.0,110.63,0,72.0,146.3,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-13,181.87,6,0.98,0,0.0,110.63,1,0.0,84.79,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-20,149.11,6,0.98,0,0.0,110.63,1,0.0,84.79,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-27,147.59,6,0.98,0,0.0,110.63,1,0.0,124.52,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-03,147.04,6,0.98,0,0.0,110.63,1,0.0,124.52,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-10,153.26,6,0.98,1,15.43,110.63,1,0.0,110.65,1,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-17,152.46,6,0.98,0,0.0,110.63,1,0.0,110.65,1,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-24,188.82,6,0.98,0,0.0,110.63,1,0.0,153.87,1,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-01,147.31,6,0.98,0,0.0,113.98,1,0.0,153.87,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-08,159.24,6,0.98,0,0.0,113.98,1,0.0,65.62,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-15,182.39,6,0.98,0,0.0,113.98,1,0.0,65.62,1,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-22,175.1,6,0.98,0,0.0,113.98,1,0.0,91.12,1,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-29,159.97,6,0.98,1,6.28,113.98,1,0.0,91.12,1,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_B,DC,2024-01-07,191.13,14,0.9,0,0.0,65.23,0,461.72,141.53,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-01-14,230.37,14,0.9,0,0.0,65.23,0,386.03,141.53,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-01-21,189.15,14,0.9,0,0.0,65.23,0,349.94,148.54,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-01-28,180.05,14,0.9,0,0.0,65.23,0,309.99,148.54,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-04,231.91,14,0.9,1,5.86,65.23,0,179.46,92.33,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-11,180.41,14,0.9,0,0.0,65.23,0,87.61,92.33,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-18,180.31,14,0.9,0,0.0,65.23,0,90.26,185.94,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-25,246.88,14,0.9,0,0.0,65.23,0,37.73,185.94,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-03,179.36,14,0.9,0,0.0,63.95,0,33.97,163.91,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-10,183.15,14,0.9,0,0.0,63.95,0,13.92,163.91,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-17,205.62,14,0.9,0,0.0,63.95,1,0.0,59.8,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-24,250.83,14,0.9,0,0.0,63.95,1,0.0,59.8,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-31,270.32,14,0.9,1,5.94,63.95,1,0.0,185.97,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-07,216.27,14,0.9,0,0.0,63.95,1,0.0,185.97,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-14,208.55,14,0.9,0,0.0,63.95,1,0.0,111.66,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-21,177.18,14,0.9,0,0.0,63.95,1,0.0,111.66,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-28,184.95,14,0.9,0,0.0,63.95,1,0.0,53.27,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-05,219.32,14,0.9,0,0.0,63.95,1,0.0,53.27,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-12,206.72,14,0.9,0,0.0,63.95,1,0.0,134.03,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-19,219.52,14,0.9,0,0.0,63.95,1,0.0,134.03,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-26,206.13,14,0.9,1,11.28,63.95,1,0.0,89.02,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-06-02,192.21,14,0.9,0,0.0,65.87,1,0.0,89.02,0,Summer,General_Trade,Urban,Arid,1.81
