sku_id,location_id,echelon_type,date,actual,lead_time,service_level,Promotion,Discount_Percent,Price,Stockout_Flag,On_Hand,Open_POs,Holiday_Flag,Season,Channel,Region_Type,Climate,Lead_Time_Std
SKU_1,LOC_A,DC,2024-07-28,161.93,11,0.9,0,0.0,95.47,1,0.0,77.28,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-04,113.61,11,0.9,0,0.0,95.47,0,7.48,121.09,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-11,159.6,11,0.9,0,0.0,95.47,1,0.0,121.09,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-18,157.45,11,0.9,0,0.0,95.47,1,0.0,78.84,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-08-25,190.7,11,0.9,1,7.53,95.47,1,0.0,78.84,0,Summer,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-01,128.63,11,0.9,0,0.0,91.76,1,0.0,76.55,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-08,174.29,11,0.9,1,6.81,91.76,1,0.0,76.55,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-15,121.4,11,0.9,0,0.0,91.76,1,0.0,80.95,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-22,142.74,11,0.9,0,0.0,91.76,1,0.0,80.95,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-09-29,168.4,11,0.9,0,0.0,91.76,1,0.0,153.56,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-06,194.3,11,0.9,1,16.99,91.76,1,0.0,153.56,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-13,191.65,11,0.9,0,0.0,91.76,1,0.0,62.26,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-20,158.57,11,0.9,0,0.0,91.76,1,0.0,62.26,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-10-27,135.66,11,0.9,0,0.0,91.76,1,0.0,59.16,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-03,167.42,11,0.9,0,0.0,91.76,1,0.0,59.16,0,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-10,162.52,11,0.9,0,0.0,91.76,1,0.0,162.24,1,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-17,175.99,11,0.9,1,8.14,91.76,1,0.0,162.24,1,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-11-24,161.76,11,0.9,0,0.0,91.76,1,0.0,122.68,1,Autumn,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-01,176.79,11,0.9,0,0.0,94.55,1,0.0,122.68,0,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-08,186.06,11,0.9,0,0.0,94.55,1,0.0,119.38,0,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-15,201.42,11,0.9,0,0.0,94.55,1,0.0,119.38,1,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-22,191.15,11,0.9,1,8.79,94.55,1,0.0,157.0,1,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,DC,2024-12-29,178.74,11,0.9,0,0.0,94.55,1,0.0,157.0,1,Winter,Ecommerce,Urban,Tropical,2.49
SKU_1,LOC_A,WH,2024-01-07,198.92,11,0.95,0,0.0,52.04,0,513.24,174.34,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-01-14,179.13,11,0.95,1,13.94,52.04,0,508.44,174.34,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-01-21,151.31,11,0.95,0,0.0,52.04,0,425.22,68.09,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-01-28,180.26,11,0.95,1,15.44,52.04,0,313.04,68.09,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-04,200.43,11,0.95,0,0.0,52.04,0,271.33,158.72,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-11,184.28,11,0.95,1,9.73,52.04,0,245.76,158.72,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-18,212.86,11,0.95,0,0.0,52.04,0,201.51,168.61,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-02-25,201.16,11,0.95,0,0.0,52.04,0,168.96,168.61,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-03,206.77,11,0.95,0,0.0,51.02,0,145.09,182.9,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-10,194.68,11,0.95,0,0.0,51.02,0,133.3,182.9,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-17,220.69,11,0.95,1,5.37,51.02,0,93.13,180.51,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-24,197.7,11,0.95,1,18.12,51.02,0,75.94,180.51,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-03-31,204.12,11,0.95,0,0.0,51.02,0,62.68,190.86,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-07,230.45,11,0.95,0,0.0,51.02,0,23.09,190.86,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-14,208.28,11,0.95,0,0.0,51.02,1,0.0,102.61,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-21,218.97,11,0.95,0,0.0,51.02,1,0.0,102.61,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-04-28,212.69,11,0.95,0,0.0,51.02,1,0.0,121.98,1,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-05,202.53,11,0.95,0,0.0,51.02,1,0.0,121.98,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-12,199.21,11,0.95,0,0.0,51.02,1,0.0,197.61,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-19,192.33,11,0.95,0,0.0,51.02,0,5.28,197.61,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-05-26,213.18,11,0.95,0,0.0,51.02,1,0.0,113.2,0,Spring,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-02,209.58,11,0.95,0,0.0,52.55,1,0.0,113.2,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-09,202.84,11,0.95,0,0.0,52.55,1,0.0,66.57,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-16,189.3,11,0.95,0,0.0,52.55,1,0.0,66.57,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-23,218.37,11,0.95,0,0.0,52.55,1,0.0,94.45,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-06-30,223.0,11,0.95,0,0.0,52.55,1,0.0,94.45,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-07,176.05,11,0.95,1,5.27,52.55,0,22.11,198.16,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-14,223.2,11,0.95,0,0.0,52.55,1,0.0,198.16,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-21,236.05,11,0.95,0,0.0,52.55,1,0.0,151.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-07-28,204.58,11,0.95,0,0.0,52.55,1,0.0,151.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-04,208.37,11,0.95,0,0.0,52.55,1,0.0,167.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-11,203.42,11,0.95,1,11.26,52.55,1,0.0,167.95,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-18,225.26,11,0.95,0,0.0,52.55,1,0.0,191.71,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-08-25,191.1,11,0.95,0,0.0,52.55,0,0.61,191.71,0,Summer,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-01,281.84,11,0.95,0,0.0,50.51,1,0.0,75.06,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-08,207.92,11,0.95,0,0.0,50.51,1,0.0,75.06,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-15,280.7,11,0.95,0,0.0,50.51,1,0.0,191.41,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-22,164.99,11,0.95,0,0.0,50.51,0,26.42,191.41,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-09-29,194.27,11,0.95,0,0.0,50.51,1,0.0,126.9,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-06,177.57,11,0.95,0,0.0,50.51,1,0.0,126.9,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-13,197.84,11,0.95,0,0.0,50.51,1,0.0,83.07,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-20,210.35,11,0.95,0,0.0,50.51,1,0.0,83.07,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-10-27,197.37,11,0.95,0,0.0,50.51,1,0.0,102.52,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-03,187.72,11,0.95,1,19.54,50.51,1,0.0,102.52,0,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-10,204.82,11,0.95,0,0.0,50.51,1,0.0,189.16,1,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-17,205.81,11,0.95,0,0.0,50.51,1,0.0,189.16,1,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-11-24,278.22,11,0.95,1,10.94,50.51,1,0.0,163.74,1,Autumn,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-01,194.37,11,0.95,0,0.0,52.04,1,0.0,163.74,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-08,230.03,11,0.95,0,0.0,52.04,1,0.0,172.37,0,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-15,244.84,11,0.95,1,8.36,52.04,1,0.0,172.37,1,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-22,241.97,11,0.95,0,0.0,52.04,1,0.0,138.94,1,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,WH,2024-12-29,215.94,11,0.95,0,0.0,52.04,1,0.0,138.94,1,Winter,Ecommerce,Rural,Tropical,0.65
SKU_1,LOC_A,Store,2024-01-07,119.96,6,0.98,0,0.0,113.98,0,420.02,52.73,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-01-14,111.07,6,0.98,0,0.0,113.98,0,361.69,52.73,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-01-21,117.8,6,0.98,1,14.71,113.98,0,428.59,184.7,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-01-28,146.61,6,0.98,0,0.0,113.98,0,466.69,184.7,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-04,121.29,6,0.98,0,0.0,113.98,0,404.44,59.04,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-11,135.93,6,0.98,0,0.0,113.98,0,327.55,59.04,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-18,131.62,6,0.98,0,0.0,113.98,0,261.14,65.21,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-02-25,127.35,6,0.98,0,0.0,113.98,0,199.0,65.21,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-03,127.59,6,0.98,0,0.0,111.75,0,164.15,92.73,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-10,185.17,6,0.98,0,0.0,111.75,0,71.71,92.73,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-17,129.77,6,0.98,0,0.0,111.75,0,72.81,130.87,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-24,135.13,6,0.98,0,0.0,111.75,0,68.55,130.87,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-03-31,167.04,6,0.98,0,0.0,111.75,0,58.94,157.42,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-07,139.97,6,0.98,0,0.0,111.75,0,76.39,157.42,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-14,190.08,6,0.98,0,0.0,111.75,1,0.0,68.28,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-21,143.92,6,0.98,1,15.22,111.75,1,0.0,68.28,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-04-28,179.42,6,0.98,1,12.88,111.75,1,0.0,156.36,1,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-05,145.35,6,0.98,1,13.51,111.75,0,11.01,156.36,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-12,141.16,6,0.98,0,0.0,111.75,0,64.29,194.44,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-19,134.98,6,0.98,0,0.0,111.75,0,123.75,194.44,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-05-26,139.08,6,0.98,0,0.0,111.75,0,117.2,132.53,0,Spring,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-02,162.78,6,0.98,1,14.5,115.1,0,86.95,132.53,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-09,147.0,6,0.98,0,0.0,115.1,0,80.19,140.24,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-16,161.4,6,0.98,0,0.0,115.1,0,59.04,140.24,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-23,141.89,6,0.98,0,0.0,115.1,0,1.36,84.21,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-06-30,135.56,6,0.98,0,0.0,115.1,1,0.0,84.21,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-07,160.4,6,0.98,0,0.0,115.1,1,0.0,111.65,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-14,159.35,6,0.98,0,0.0,115.1,1,0.0,111.65,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-21,136.06,6,0.98,0,0.0,115.1,1,0.0,103.01,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-07-28,179.9,6,0.98,0,0.0,115.1,1,0.0,103.01,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-04,139.98,6,0.98,0,0.0,115.1,1,0.0,91.22,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-11,136.23,6,0.98,0,0.0,115.1,1,0.0,91.22,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-18,142.69,6,0.98,0,0.0,115.1,0,7.44,150.13,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-08-25,136.15,6,0.98,1,14.36,115.1,0,21.42,150.13,0,Summer,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-01,149.14,6,0.98,0,0.0,110.63,0,10.28,137.99,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-08,134.45,6,0.98,0,0.0,110.63,0,13.82,137.99,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-15,174.79,6,0.98,0,0.0,110.63,0,18.45,179.42,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-22,137.49,6,0.98,0,0.0,110.63,0,60.38,179.42,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-09-29,140.02,6,0.98,1,5.35,110.63,0,66.65,146.3,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-06,140.95,6,0.98,0,0.0,110.63,0,72.0,146.3,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-13,190.71,6,0.98,0,0.0,110.63,1,0.0,84.79,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-20,142.89,6,0.98,0,0.0,110.63,1,0.0,84.79,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-10-27,146.23,6,0.98,0,0.0,110.63,1,0.0,124.52,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-03,152.02,6,0.98,0,0.0,110.63,1,0.0,124.52,0,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-10,147.07,6,0.98,1,15.43,110.63,1,0.0,110.65,1,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-17,156.13,6,0.98,0,0.0,110.63,1,0.0,110.65,1,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-11-24,181.24,6,0.98,0,0.0,110.63,1,0.0,153.87,1,Autumn,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-01,157.4,6,0.98,0,0.0,113.98,1,0.0,153.87,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-08,155.85,6,0.98,0,0.0,113.98,1,0.0,65.62,0,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-15,164.7,6,0.98,0,0.0,113.98,1,0.0,65.62,1,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-22,165.98,6,0.98,0,0.0,113.98,1,0.0,91.12,1,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_A,Store,2024-12-29,156.66,6,0.98,1,6.28,113.98,1,0.0,91.12,1,Winter,General_Trade,Urban,Arid,2.3
SKU_1,LOC_B,DC,2024-01-07,186.02,14,0.9,0,0.0,65.23,0,461.72,141.53,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-01-14,217.22,14,0.9,0,0.0,65.23,0,386.03,141.53,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-01-21,184.64,14,0.9,0,0.0,65.23,0,349.94,148.54,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-01-28,188.49,14,0.9,0,0.0,65.23,0,309.99,148.54,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-04,222.86,14,0.9,1,5.86,65.23,0,179.46,92.33,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-11,184.18,14,0.9,0,0.0,65.23,0,87.61,92.33,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-18,183.28,14,0.9,0,0.0,65.23,0,90.26,185.94,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-02-25,238.47,14,0.9,0,0.0,65.23,0,37.73,185.94,0,Winter,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-03,167.67,14,0.9,0,0.0,63.95,0,33.97,163.91,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-10,183.96,14,0.9,0,0.0,63.95,0,13.92,163.91,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-17,204.13,14,0.9,0,0.0,63.95,1,0.0,59.8,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-24,231.16,14,0.9,0,0.0,63.95,1,0.0,59.8,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-03-31,267.56,14,0.9,1,5.94,63.95,1,0.0,185.97,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-07,192.15,14,0.9,0,0.0,63.95,1,0.0,185.97,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-14,201.45,14,0.9,0,0.0,63.95,1,0.0,111.66,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-21,192.27,14,0.9,0,0.0,63.95,1,0.0,111.66,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-04-28,178.09,14,0.9,0,0.0,63.95,1,0.0,53.27,1,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-05,212.15,14,0.9,0,0.0,63.95,1,0.0,53.27,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-12,196.3,14,0.9,0,0.0,63.95,1,0.0,134.03,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-19,212.77,14,0.9,0,0.0,63.95,1,0.0,134.03,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-05-26,209.07,14,0.9,1,11.28,63.95,1,0.0,89.02,0,Spring,General_Trade,Urban,Arid,1.81
SKU_1,LOC_B,DC,2024-06-02,208.9,14,0.9,0,0.0,65.87,1,0.0,89.02,0,Summer,General_Trade,Urban,Arid,1.81
